id,PeriodLS,reconstructed,period_fit
32780000090223,0.2883611520465087,0.13565558277225137,1.0
32780000092292,0.5851709621921042,0.6436856796917212,1.0
32780000094700,0.3530087110618438,0.3530166264236672,2.1991867186210712e-05
32780000095415,0.6316773472394189,0.6316772489796738,0.45033005287664607
32780000098519,0.7093024393200155,0.12138165385908903,0.0017248004367169667
32780000099371,0.508218472889363,0.1090307000428324,1.0
32780000099429,0.5413488309144844,0.13649948052885338,1.0
32780000100313,0.1102620425631753,0.2721675462031828,1.0
32780000102670,0.587445560413995,0.5874468753418606,0.0002515725055621809
32780000109993,0.518054124512108,0.5180424963284183,0.00010219505348052493
32780000110750,0.464222041404585,0.46423402535935065,4.679549891828394e-05
32780000113027,0.5198085481808131,12.649083668413821,1.6151330905711525e-05
32780000112475,0.4329412590245672,3.2560598067072726,0.0017471915683806571
32780000117981,0.3922645576393787,0.18743604669769998,1.0
32780000118779,0.6175417977066756,0.617583027647679,7.209011337083737e-05
32780000121465,0.6386171443492048,0.13110247594378813,1.7641434305271098e-05
32780000122333,0.3167870637701364,0.4642435262664719,0.003269246289813066
32780000126315,0.6170371820840113,0.6170371820840113,0.0011277067692808673
32780000125185,0.3722153563791432,0.37221535637914327,0.008803262818643742
32780000127521,0.5732540240966669,0.11480883859182772,0.9993291253442298
32780000128952,0.3202048920467304,0.32020489204673047,0.97470039803808
32780000131969,0.4331703679645148,0.765811457777005,0.09073379239587198
32780000135858,0.5036843794683922,0.3365337713490134,0.9999999999926487
32780000140947,0.6131475021290849,0.6131434662126277,1.3422089484627087e-05
32780000141196,0.3525147349070008,0.10701426220211366,1.0
32780000140558,0.5223790430493791,0.5223770048890171,7.867830059160585e-05
32780000143258,0.204107456774735,0.1719388800310328,1.0
32780000149264,0.4662048517961384,0.11820087278116018,0.9999999998220808
32780000149862,0.2817935489152151,0.28179018285664004,1.0
32780000151849,0.4663819149314278,0.10356175688065006,1.0
32780000153166,0.4269763252915541,0.4269763252915541,0.0
32780000155800,0.5334414833024846,0.1241002074895068,1.0
32780000157919,0.7249528388400288,2.653938631257723,0.0019829279728366123
32780000162444,0.5126206172385841,0.5126205333025172,0.0
32780000163009,0.4417803760666582,0.30614588756379796,0.048655954599342355
32780000167022,0.5129417951048001,0.33869153086355674,0.9999999988958954
32780000172593,0.4606089450119598,0.46060605001267074,1.1987227654941535e-08
32780000173915,0.1280138096255189,0.1151702751586329,0.39400266243365034
32780000176163,0.4739418780134988,0.4739374890625147,6.340497029078129e-06
32780000176451,0.5298164738146124,0.5298142504976561,0.13506130914358583
32780000181062,0.26121813474707,0.1256341550388409,1.0
32780000184216,0.6884743359023198,0.1082539924961864,0.000469571887393716
32780000187697,0.3283273890340011,0.10804805719623929,0.8373782564836159
32780000189458,0.5241627220974681,0.11953841633794132,1.0
32780000188857,0.5442278734542603,0.12669953132738013,0.6042013254744495
32780000191716,0.4160719354688619,0.31621416054734097,1.0
32780000191288,0.6186302793705242,0.6186481926441604,1.0
32780000196148,0.2756731815388703,0.2584415118009123,1.0
32780000198423,0.1032389656830179,0.11512438137471245,1.0
32780000202629,0.7981660261008126,0.7746954804543121,1.0
32780000209580,0.6146436197799481,0.1092625614551425,0.031322847523943875
32780000212405,0.5359735146555558,1.0444561815427411,0.22098279446124303
32780000213091,0.5078506587687046,0.247241131218958,0.9999999999999238
32780000214381,0.4783728575427071,0.1229787002439229,1.0
32780000215408,0.1328111305137123,0.34017388794265463,1.0
32780000218341,0.5013198157450965,0.5013197374455917,1.121400456494115e-06
32780000221129,0.7351520251947383,0.6393699834305838,0.9638470006568949
32780000222329,0.1200878753477066,0.10252676135380179,1.0
32780000222586,0.4276268563749995,0.3049583246493285,0.9995309778292283
32780000223875,0.7109449921245911,0.710946092003924,0.00010756412102186363
32780000228727,0.5641032631543818,0.564086787249368,0.0
32780000238184,0.4088851100530015,0.33062086311124217,1.0
32780000242293,0.5023194781024178,0.10348803939574759,6.867273315469546e-05
32780000244934,0.8339409003544578,0.10559708307639382,1.2656407767597244e-05
32780000249272,0.6200357487403149,0.1613770265715567,0.007146265167323085
32780000258868,0.3940425476028747,0.22023708790429075,0.979796933508935
32780000263089,0.503400461144797,0.5033937309619168,0.06747389996235098
32780000263416,0.5991980614746671,0.19493752597055647,0.48042748126992485
32780000267619,0.550880745800921,0.12749708572492227,1.0
32780000271685,0.6243309268596431,3.8003998991349417,1.0
32780000271810,0.7710405803676913,0.11229947366835077,0.9999962357471934
32780000275709,0.5358273226648701,0.13101993827059114,0.11617551127380743
32780000279104,0.38670579400863,0.10864870488457973,1.0
32780000287785,0.3190091137692008,0.3190074987268641,7.370219812230516e-08
32780000288904,0.5993077155238594,0.10939266955793168,0.021345306932056163
32780000291103,0.769229366469797,0.1035005939169117,0.39284327397938046
32780000292034,0.2919258153252179,0.29192576983784835,5.424188046498912e-07
32780000292985,0.5250032495608845,0.5249945171681736,0.0
32780000294075,0.7576609110359367,0.16466304348534727,0.0024624097600524086
32780000295516,0.5637470539248937,0.5637470539248959,0.5778569206561917
32780000299483,0.5385886978224156,0.2597677301891819,0.9987928089916884
32780000301030,0.6876551393595455,0.28011236308895904,1.0
32780000303001,0.2493183845176754,0.24931838451767546,0.011517020518796217
32780000304410,0.1156461637107384,0.11564614364916818,0.014563908758274846
32780000307649,0.5974487881194287,0.10215021913167176,1.0
32780000306443,0.3637530585993371,0.2104383957458052,1.0
32780000314739,0.5217964365865178,0.7043443818165233,1.0
32780000318700,0.5629070986824738,0.4409733341153348,1.0
32780000320813,0.4594455754022271,0.1347567814765982,1.0
32780000326186,0.605625529716766,0.37719638754344453,0.9999818693502373
32780000329720,0.4801028669413336,0.48010277325093254,0.003068431358469459
32780000329734,0.5560253348420137,1.2569621742363222,0.15020211530845895
32780000331175,0.3662483624146942,0.11581515822361343,1.0
32780000332106,1.7551745952819695,0.24241562373866882,1.0
32780000333176,0.5840230763953026,0.17651577303536728,1.0
32780000339612,0.7026563515463108,0.22226965933846302,0.48315959327672453
32780000342783,0.3144346909752144,0.3151306526881156,1.0
32780000342794,1.0871837501379311,0.5201111920239119,0.0
32780000347943,0.403328843686451,0.403332783098179,6.697203153771536e-05
32780000347623,0.1075803667999419,0.1574287180083547,0.007214798033990721
32780000350958,0.6477976575812978,0.12293358197304444,1.0
32780000352687,0.8754850947951475,0.8754424587735956,4.7989485524979614e-05
32780000352750,0.5413489533666038,10.32224013774134,0.9611990298833998
32780000354273,0.1429846824358596,0.13185217585093317,1.0
32780000359772,0.507981787805721,0.5079991349817284,0.0
32780000371923,0.1305728239537963,0.1009662082573602,1.0
32780000374945,0.5925479295176388,0.1857173710320944,0.9991797995141145
32780000375664,0.2384324930751132,184.93964709159553,0.0005578295817117995
32780000376183,0.56742650506106,0.2410248523472962,0.05566292890202307
32780000376260,0.680509913394628,0.2857448393541403,1.0
32780000377124,0.6516215277930827,0.1822006865963255,0.21416503017307453
32780000379619,0.1198915031313856,0.17440223057364895,1.0
32780000379802,0.4902615999476026,0.5646903575876225,1.0
32780000379024,0.4840057360571077,0.5294037934552335,1.0
32780000381793,0.1613729866622479,0.5359442719815195,1.0
32780000381955,0.5081659188101052,0.26584094072987124,1.0
32780000385332,0.4966061533222686,0.12378433173399958,1.0
32780000386329,0.6409086426674551,0.10252567002181007,0.008801597674204631
32780000387540,0.5944841923530252,0.594433595623144,0.0001366226494472489
32780000393092,0.6159539051708427,1.0639789201328802,1.0
32780000399604,0.6035418431320702,0.6035415959344484,1.1389972398578863e-07
32780000401881,0.4865467082246768,0.48652253635940934,0.13585178434733858
32780000405059,0.5177265403825603,0.6537294906182879,0.552147748850295
32780000408300,0.5832950255064531,0.10359597729878281,1.0
32780000412734,0.5125137415242228,1.0512811792798575,0.03482906325732493
32780000421129,0.4575413125941384,0.4285919483968557,0.7852566418920057
32780000422213,0.3056686638176925,0.1636108976531306,1.0
32780000427171,0.1070201017311302,0.44255654127179656,1.0
32780000428466,0.6549230708137666,0.10473391347550352,0.0010151529214695865
32780000434434,0.3354235185194151,0.335411961725345,0.999320643731265
32780000436666,0.4896996970189836,0.48969550547112495,0.0009514984513272484
32780000439023,0.3304812162397059,0.24306991131902791,1.0
32780000438441,0.4607169678986404,0.4607063497821082,0.3124388992315631
32780000438535,0.1024732982395552,0.2573383531604695,0.42437001374025496
32780000441981,0.5714534216683584,0.15211718996071474,0.9997281767646145
32780000445328,0.4672246973497242,0.15670030185397982,0.9999938757171262
32780000445720,0.3725964743637186,0.11974387533760787,0.9999999849331561
32780000447085,0.5947722483513966,0.3019163749936939,1.0
32780000448644,0.3355266318906658,0.33552652721495796,4.590768742707141e-06
32780000449158,0.4853688155331883,0.10289995658087944,1.0
32780000451906,0.5521501008722112,1.2371669426633334,0.15305285451644213
32780000453826,0.3696661835720149,0.12005512092513922,0.432970146094813
32780000453910,0.4587377666665134,0.14461490054972453,1.0
32780000453926,0.4950544960781843,0.10333549349053281,0.20399914274173225
32780000454774,0.380210424182613,1.836549079890957,0.8271834716307539
32780000454895,0.8220773256213963,0.31062258283836214,0.8950954734263388
32780000456115,0.2851471772915214,0.2851457898720595,0.13090758643848366
32780000459528,0.1237455372034818,0.8413690356257193,0.0007125580111903007
32780000459693,0.3105878001214323,0.3173091509578657,1.0
32780000463735,0.1647229074246103,0.16472290742460974,0.00013417624193623467
32780000465793,0.5572239856360554,0.5572425670651932,0.017888557779317305
32780000470793,0.4786292222203037,0.4786292222203057,0.01884524274119903
32780000471711,0.5502944332496035,0.10361498547467027,0.9999999999337084
32780000471037,0.5361782868020312,0.13063494622896443,1.0
32780000476573,0.440236208934527,0.4402361326873753,2.768484711479502e-07
32780000478344,0.4276454284758683,0.10152023179846587,0.9999992654323999
32780000484058,0.7705569123547845,0.10639534313243391,0.999999998574941
32780000484568,0.2987164522488512,0.2682068408541307,1.0
32780000487252,0.4991292062739075,0.3326347979316014,1.0
32780000490049,0.5947361113574242,0.13815075433922047,0.7679319819433608
32780000492493,0.4541358193564195,0.31203770414218046,0.2561941177097189
32780000492742,0.3120179353889991,1.6023047405665096,0.3824853941181636
32780000492956,0.3238358715401652,0.3238358715401652,0.0010013047207839687
32780000497235,0.1065234190339326,0.12758320460524444,0.9715165781142427
32780000500728,0.5444994365644577,0.10271867836592075,1.0
32780000501505,0.5730533852464684,0.5730446000918067,0.4247488238828607
32780000503575,0.4741248546357773,9.390391063093032,0.9804053161840597
32780000504122,0.4780004634986556,0.1075684985868809,0.9976907653822614
32780000505682,0.6359300640906904,0.6359712322877263,0.0053705158156927
32780000505705,0.2648020710364466,0.10894272999221953,0.9999999999998281
32780000505706,0.7503692290841506,0.11363953025909022,0.9800633778554051
32780000509951,0.5473815641270994,0.21806040722823594,0.7997094833672445
32780000511487,0.4444384398139364,3.0319622840245573,0.09542437810701998
32780000519651,0.5144190745185742,0.5094835419787883,0.01823879352487734
32780000520915,0.6495103635257934,0.6495103635257934,0.014759103541944318
32780000520416,0.6051030724557572,0.60508345706899,2.0165091711321637e-05
32780000524318,0.6002229270938501,0.8942642365017028,1.0
32780000522441,0.5720855079761635,0.16887678897536518,1.0
32780000527500,0.2919171319420668,0.29191679562069023,4.019584820547095e-06
32780000528939,0.5111536921058483,0.24025756537377338,1.0
32780000530866,0.2962660702696102,0.2962660702696102,5.756273041113147e-06
32780000531141,0.5295594350306992,0.11459659447969871,1.0
32780000534721,0.6669275239626354,0.5954901557093562,0.34163749820036016
32780000536655,0.1197964511428502,0.10006019898811018,1.0
32780000535545,0.5831563028098962,0.2750347542621454,0.0006703769138766136
32780000535840,0.5545501395876063,0.10075918628185082,1.0
32780000549099,0.5663144208828241,0.11379497264251287,0.004850286492775413
32780000546891,0.6107838671889905,0.6107574802317071,1.8327815686780546e-05
32780000553489,0.3775365684084066,0.27407352479946434,1.0
32780000557462,0.3620238385526865,0.1911231698915702,1.0
32780000561339,0.2577434584406073,0.12622261449660707,1.0
32780000561998,0.2284095213734151,0.2284042108973458,1.0
32780000562973,0.5963970878020876,0.10732413632353749,0.9997508854514611
32780000563613,0.6769928104268274,2.0871520862947994,0.13610903398871044
32780000564401,0.2690150551092881,1.4161036472905353,1.0
32780000566259,0.4278316027802338,0.42783345789568,0.10468617098401789
32780000566505,0.371076462701996,1.5577307505071862,1.0
32780000569837,0.4970585116709287,0.4970583553190626,7.310898664236731e-08
32780000569061,0.564816681430433,0.564865453265749,0.003856721557506715
32780000576667,0.3334878169772483,0.1017336003066789,1.0
32780000575491,0.3110793296277224,0.3110793296277235,0.005286324892269656
32780000575680,0.2802261655239835,0.2187559585458959,0.9993557234985141
32780000579754,0.199449763814649,0.45432491472544684,0.019351803360450615
32780000580929,0.5771946555575792,0.5772012709150326,0.999999999217447
32780000582699,0.5158510402710249,0.5158450604090751,1.0
32780000580640,0.6635939340709202,1.1643727424345014,1.0
32780000583112,0.4241740729005829,0.11004469439305839,0.7007270019282479
32780000584462,0.5070905472826175,0.18983270024168689,0.010813259169040856
32780000584891,0.4811142576092745,0.3248467642978713,0.9262866347380606
32780000585374,0.1883562120201014,0.28232018138748055,1.0
32780000589166,0.605849927059243,0.6058869125319097,0.5834083445742622
32780000596292,0.3225387711042509,0.1761029561224688,1.0
32780000595006,0.7000027726383451,0.9169174345772012,0.001547883511208492
32780000598661,0.4526503526910335,0.7520351214056081,0.0005167708239248725
32780000602709,0.6042471822292604,0.6042426743116468,1.5202374348266545e-07
32780000604326,0.5069595799758154,1.2290686973797984,0.9999999999616996
32780000606423,0.5908373272911089,0.5908151586665462,0.0
32780000605013,0.6476689897327527,0.10001841497430496,1.0
32780000610174,0.5211597034156957,0.1657343386443137,1.0
32780000611237,0.3199337087839529,0.31992328990674107,0.9999999999999984
32780000614664,0.6127651694240815,0.6128105869870971,0.4633646350370304
32780000615833,0.5669679722800333,0.38422267439711943,0.25169381553267134
32780000617085,0.4631714902224399,0.8627644277357066,0.02110777944900244
32780000618464,0.1159067555847675,0.15321362498922456,0.7164638091591279
32780000618943,0.4322935729649747,0.1022347016389998,0.8003404151640074
32780000619899,0.7288793200918691,0.11001233495199948,0.9999999999991357
32780000620540,0.5949522759730315,0.5949882165169282,2.1186522414229358e-07
32780000623030,0.617037163662239,0.6170757176197884,1.0
32780000625986,0.5365884083357081,0.6520967029199667,0.9455481102303891
32780000628006,0.6222351621304469,0.1027594489373606,1.0
32780000628576,0.545103645553366,0.5450988855720413,1.8825474080053084e-05
32780000638594,0.4077310999717973,1.8932066318417027,0.9545957692328806
32780000644996,0.1625666894317463,0.31372183149666055,0.0022710920171996607
32780000645367,0.5609144450990106,0.3707097146685737,0.9911920721074251
32780000647687,0.5609144844624026,0.11983590114433648,0.9855043019403409
32780000649820,0.4463772780210098,0.44637727802100824,8.622045055695082e-08
32780000649870,0.5651741474218085,0.3138018493566415,0.010022438470457473
32780000654631,0.5479311645072023,0.12382629808044315,0.9999997411840886
32780000654858,0.5286192424010869,0.45659126432852437,0.46234643257143204
32780000656483,0.7811568939881057,0.15857327405984575,0.9976170970751678
32780000658345,0.8317520651474183,3.7338603814970797,0.0882694110508665
32780000659156,0.4695920531546632,0.10234945071820102,1.0
32780000662215,0.3806524118427775,1.2148875734059714,1.0
32780000663071,0.559923384228392,0.1105764937486646,1.0
32780000664252,0.5149854042809618,0.599756638146967,0.7083190306229059
32780000663457,0.4931659509881358,0.4931659509881358,0.0
32780000664612,0.5352726249263529,0.5352613162649736,0.890719996483422
32780000667321,0.2906131954235281,0.29064219601344277,1.0
32780000675222,0.6108978095606382,0.6109067409763751,5.316732494486942e-06
32780000679389,0.5188202954402453,0.1080690438336949,0.04771482103892022
32780000685641,0.5087974856780135,0.12896948475326442,0.03484329504287165
32780000685750,0.4466613425371816,4.23423125762037,0.9972151124113704
32780000684732,0.610936034763042,0.6109554829996084,0.02522749337725183
32780000688193,0.3387194523627829,0.12319458829617455,1.0
32780000699533,0.338556166656256,0.3386145140247097,0.17468020023328767
32780000702162,0.3158805313748172,0.2361467384355874,1.0
32780000703034,0.4121619508856236,0.41216182118268274,0.3838923097155452
32780000707810,0.6395737267109616,0.6395732078968072,0.7326519879497679
32780000710567,0.5873404214654422,0.13472187497554375,0.9999999999997153
32780000713818,0.9194028388516908,0.9194198484977203,1.2002941558453273e-06
32780000715898,0.3012260802420916,0.20406252047229648,1.0
32780000718863,0.52396720709392,0.18198560807677788,0.8698646613746417
32780000727321,0.4027499224002706,0.2230600530963541,0.9997614329208697
32780000728806,0.7072088432693299,0.1594984748869283,7.306425953201856e-05
32780000733507,0.1057164004106194,0.10325522098885763,1.0
32780000736464,0.597049321376678,0.15697446174288493,1.0
32780000738339,0.4990785782383891,0.4990784989371955,0.002380801386576259
32780000738821,0.3182134192012291,0.21880611292190877,1.0
32780000740402,0.4359770979873817,1.476589128275124,0.10119758722745631
32780000741619,0.1176262420247097,0.16863331468558118,1.0
32780000752839,0.6016936328845851,0.6016780642004159,0.9999999999998005
32780000760177,0.5759087619604094,0.5759087619604094,1.397643576939167e-05
32780000763316,0.587164698817963,0.1092410623854801,1.0
32780000765530,0.3829225107397614,0.3829225107397614,0.0
32780000770026,0.7810328146148988,0.1448824886542898,0.9244127057941678
32780000773032,0.1204648427638459,0.12046484276384593,1.0
32780000774165,0.1123811359642806,0.11238113596428065,1.0
32780000774845,0.3035155105413833,0.24233786364109783,1.0
32780000780037,0.8494440839899104,0.1302442433971094,0.9999999999490651
32780000782302,0.4958292342255018,0.24877546076613946,0.05401258179241486
32780000783043,0.5248909058577395,0.10092158475096066,1.0
32780000785252,0.5168819902109318,0.10106971477304821,1.0
32780000784087,0.3603110064333399,0.20680148939471882,0.999869053191689
32780000792233,0.4317995133850577,0.4318075743921539,1.4179085239263145e-08
32780000798328,0.6189810615861152,0.40584370748537013,0.9999999999344449
32780000798644,0.5865336872716438,2.2082178185610175,1.0
32780000798859,0.4674691728992565,0.10163179716406244,1.0
32780000805716,0.6412013431519594,0.6412208950142655,1.135496482673748e-05
32780000807452,0.4521503341944567,0.45216296271016787,0.1251264383185956
32780000807853,0.5274555505503937,0.32576800824919194,0.7626024816973969
32780000808717,0.226393590364357,0.22637683804494654,0.04595023756964234
32780000811506,0.5035038667843378,0.5035049621155622,0.0010346536246287341
32780000817180,0.5616199838144946,0.8163637759462826,1.0
32780000817930,0.3832512205975009,0.13305935677687833,1.0
32780000818629,0.4747204896055096,0.521541475605145,0.9999999996926318
32780000819959,0.4034610967462533,0.20476265734612953,0.9999999996136731
32780000823343,0.7113572758550476,1.0831090960467455,1.9677962592723475e-09
32780000828943,0.5860787935872865,0.5860966302842388,0.0006419963074645318
32780000830328,0.5802630510387676,0.11589670773018321,1.0
32780000830471,0.702756890561564,0.41270082082899967,5.04082663669303e-05
32780000831764,0.749053223753359,0.749098489818994,0.941147374265213
32780000831815,0.3278233658662802,0.2863022111521404,0.9999999999704228
32780000833526,0.5780437612779585,0.5884117708863152,0.9999999999940924
32780000838308,0.4869325834517651,0.11222067022905766,0.9992656770128945
32780000846828,0.494880049147359,0.14307747498529022,1.0
32780000853427,0.5359734175300278,0.5359536380730225,2.8148128117244653e-07
32780000856520,0.3122758856086103,0.4692781267033231,0.9999999999989458
32780000856917,0.5679843300739096,0.5075485715329116,1.0
32780000865356,0.2439325020578013,0.24393237344649885,0.020164451208339318
32780000870541,0.433705905735272,0.43370583469236457,0.0
32780000873481,0.6138372571934996,0.1505391352804453,0.015957517965318968
32780000873778,0.561395268083472,0.10000469250966408,0.48626586501451763
32780000886980,0.437394137640435,0.43739390964235964,4.1220411528541945e-09
32780000890302,0.320601945561404,0.320601895653706,1.4087448967470273e-05
32780000891152,0.7349317786996123,0.166727216420835,1.0
32780000890720,0.5120594045497329,0.491586375348038,1.0
32780000892026,0.5268050221173801,0.3447217426654687,0.0010862172213067511
32780000899266,0.5151203985677315,1.065256486367575,0.46737348072921303
32780000901598,0.6216053271199302,0.11567448342128668,9.696009389159599e-06
32780000902071,0.120273120907948,0.12027312090794806,1.0
32780000902396,0.1374472737245514,0.13719773297633175,0.9929083524649704
32780000902586,0.1539531757523664,0.11235671690899464,0.0019373299466382
32780000904702,0.5784181535830775,0.5336152165704698,0.9999999999999926
32780000904004,0.6583905884735519,0.6583823836594515,0.0002149740166100811
32780000904424,0.1271061459749327,0.1319991713828722,1.0
32780000906990,0.5289038496105123,0.19393617539980365,0.29793409201492416
32780000907870,0.5776359133863894,0.20579737136569112,0.003681643134302748
32780000916393,0.5217408516543478,0.12070118453386873,0.3834721301149733
32780000917471,0.3829374647363102,0.12195571924468529,1.0
32780000927428,0.5115529027001908,0.1955776710497057,1.0
32780000931758,0.2619006090114685,0.11504947944583223,1.0
32780000932872,0.5250875048680078,0.12216514739844293,1.0
32780000938199,0.5093513764636589,0.5093513764636589,0.4974944565840904
32780000049811,0.5599234201588721,0.6826607694261082,1.0
Funciono en 10 de 371.
