id,hjd,mag,err,synthetic
32770000005774,56130.195045326975,14.042,0.027,False
32770000005774,56129.16618536495,14.19,0.027,False
32770000005774,56422.40522345253,14.216,0.043,False
32770000005774,56127.03770823468,14.249,0.032,False
32770000005774,56810.21640480432,14.282,0.034,False
32770000005774,56195.04313276458,14.286,0.032,False
32770000005774,56198.065186168256,14.355,0.045,False
32770000005774,56484.18184195368,14.361,0.033,False
32770000005774,56509.046560399176,14.365,0.033,False
32770000005774,56102.07384946212,14.375,0.038,False
32770000005774,56128.1750286688,14.377,0.042,False
32770000005774,56115.10053785303,14.379,0.032,False
32770000005774,57253.109258307886,14.38,0.043,False
32770000005774,56798.316646142375,14.384,0.04,False
32770000005774,55847.05013019319,14.392,0.042,False
32770000005774,56366.33120737882,14.392,0.037,False
32770000005774,56126.0970705959,14.392,0.034,False
32770000005774,56817.07739253693,14.393,0.043,False
32770000005774,56779.42450007465,14.398,0.046,False
32770000005774,55451.06735856839,14.41,0.037,False
32770000005774,56817.0778092764,14.411,0.048,False
32770000005774,56461.16789511012,14.415,0.035,False
32770000005774,56582.98907581944,14.416,0.047,False
32770000005774,56130.19463011561,14.42,0.034,False
32770000005774,56779.42489960756,14.422,0.041,False
32770000005774,56717.39299061892,14.424,0.038,False
32770000005774,56140.12943853119,14.426,0.033,False
32770000005774,56198.06480165744,14.428,0.047,False
32770000005774,56140.12986901437,14.43,0.036,False
32770000005774,55839.01662290719,14.431,0.035,False
32770000005774,56560.05115019837,14.433,0.038,False
32770000005774,56717.392586932285,14.434,0.036,False
32770000005774,56507.062171077865,14.438,0.04,False
32770000005774,56095.12085205208,14.439,0.037,False
32770000005774,56197.03675187942,14.44,0.04,False
32770000005774,56509.04614629603,14.441,0.037,False
32770000005774,56366.33081223837,14.442,0.039,False
32770000005774,56195.04274019772,14.442,0.035,False
32770000005774,56196.02792108358,14.444,0.042,False
32770000005774,57226.13078884818,14.444,0.048,False
32770000005774,56114.08475975458,14.446,0.035,False
32770000005774,56144.013300443,14.455,0.036,False
32770000005774,55418.125742839904,14.456,0.038,False
32770000005774,57268.012739265134,14.456,0.042,False
32770000005774,56367.32019035125,14.458,0.038,False
32770000005774,56810.21601154225,14.462,0.04,False
32770000005774,55839.01703887638,14.464,0.039,False
32770000005774,56141.11113267568,14.466,0.033,False
32770000005774,56534.102872985335,14.468,0.037,False
32770000005774,56115.10011946255,14.468,0.034,False
32770000005774,55418.1252489443,14.468,0.036,False
32770000005774,56126.096673961474,14.469,0.038,False
32770000005774,56158.183493867975,14.47,0.043,False
32770000005774,56144.01367655889,14.474,0.039,False
32770000005774,56487.210763451694,14.478,0.04,False
32770000005774,56572.03824223339,14.48,0.039,False
32770000005774,56158.18387459708,14.481,0.046,False
32770000005774,56507.06258950338,14.482,0.042,False
32770000005774,56484.18143019622,14.482,0.034,False
32770000005774,56114.08437736306,14.482,0.037,False
32770000005774,56141.11154602988,14.487,0.034,False
32770000005774,55820.056568356165,14.488,0.038,False
32770000005774,56367.31980744551,14.494,0.039,False
32770000005774,56102.07343255326,14.497,0.037,False
32770000005774,56127.03732572097,14.498,0.037,False
32770000005774,56373.38034346378,14.499,0.04,False
32770000005774,56559.00357039828,14.5,0.043,False
32770000005774,57274.01857864832,14.501,0.037,False
32770000005774,56572.03861863788,14.502,0.04,False
32770000005774,57241.18038653317,14.505,0.043,False
32770000005774,56527.139758426594,14.507,0.037,False
32770000005774,56506.99830445771,14.516,0.036,False
32770000005774,56373.38076742455,14.518,0.041,False
32770000005774,56095.12043648912,14.533,0.039,False
32770000005774,56128.17461282699,14.533,0.043,False
32770000005774,56197.03635753628,14.533,0.041,False
