bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd,tile
32470000038306,ECL-NC,34,33,0.106692201987917,-1.0,b247
32470000038341,ECL-C,13,136,0.1827778333358166,56461.1327504021,b247
32470000036934,ECL-C,99,99,0.2794030084614343,-1.0,b247
32470000037059,ECL-NC,49,49,0.1153858919079897,-1.0,b247
32470000043967,ECL-NC,60,60,0.1368295025067004,-1.0,b247
32470000039316,ECL-NC,114,112,0.6731129989547056,56137.11360722053,b247
32470000039575,ECL-NC,84,83,0.1024953307469063,-1.0,b247
32470000039614,ECL-NC,32,130,1.910948328237044,56486.66904945836,b247
32470000040225,ECL-ELL,36,67,0.1510819158681531,56461.13193774986,b247
32470000042880,ECL-NC,14,68,0.9213408509279846,56486.66883945164,b247
32470000043113,ECL-NC,112,110,0.2505958892152163,-1.0,b247
32470000045384,RRLyr-RRab,28,135,0.5418826699232703,56461.13237867657,b247
32470000045619,ECL-ELL,59,134,0.636000045107893,56379.405506986695,b247
32470000047455,ECL-C,16,139,0.4164706733236925,56377.82606043121,b247
32470000047896,RRLyr-RRab,16,135,0.6855493301196366,56461.13237854283,b247
32470000048406,ECL-NC,122,120,0.5496348659292246,-1.0,b247
32470000046154,ECL-ELL,21,142,3.330834080642319,56130.15386674464,b247
32470000046474,ECL-NC,52,52,0.1495560186754994,-1.0,b247
32470000046486,ECL-NC,49,135,0.2101310641214103,56160.12140340803,b247
32470000046716,RRLyr-RRc,38,133,0.2512604690917431,56379.40548341149,b247
32470000046922,RRLyr-RRc,14,136,0.3253666695708004,56461.13274689878,b247
32470000047011,ECL-NC,66,65,0.1236324099176314,-1.0,b247
32470000047157,RRLyr-RRab,33,136,0.5071065506585478,56461.132364508005,b247
32470000050500,ECL-NC,135,134,0.1393739039115206,56160.12082325331,b247
32470000050834,ECL-NC,115,113,0.1849253094603349,-1.0,b247
32470000051278,ECL-C,134,134,0.235444453202674,-1.0,b247
32470000051431,ECL-C,99,98,0.2290129283829877,-1.0,b247
32470000051611,ECL-NC,61,61,0.2024431429338148,-1.0,b247
32470000051747,ECL-C,56,56,0.2615516967842203,-1.0,b247
32470000051957,ECL-NC,90,90,0.2976397578793554,56372.3457150606,b247
32470000052703,ECL-C,135,135,0.2439127129381866,-1.0,b247
32470000054831,T2Cep-pWVir,130,130,5.0178357651887975,-1.0,b247
32470000052886,RRLyr-RRab,12,130,0.5786061337467608,56512.20606853257,b247
32470000053378,ECL-NC,59,59,0.1038127694727678,-1.0,b247
32470000053457,ECL-NC,140,138,0.3009626974918957,-1.0,b247
32470000053615,ECL-C,42,42,0.1344278654053484,-1.0,b247
32470000048852,ECL-NC,48,134,0.2564166832290209,56379.29037019692,b247
32470000048952,ECL-C,137,134,0.1653006453659787,-1.0,b247
32470000049074,ECL-NC,125,124,0.339091881108829,-1.0,b247
32470000049108,ECL-NC,72,72,0.3645338077519277,-1.0,b247
32470000049354,RRLyr-RRab,18,135,0.5090375262880502,56379.34773603262,b247
32470000049955,ECL-NC,117,116,0.2418034131858167,-1.0,b247
32470000056377,ECL-NC,130,128,0.1786095902530698,-1.0,b247
32470000056546,ECL-C,93,93,0.1652138639423634,-1.0,b247
32470000060162,ECL-NC,65,64,0.1123585220021812,-1.0,b247
32470000058405,ECL-NC,102,101,0.1005584598962932,-1.0,b247
32470000058727,ECL-C,51,51,0.1556109895891193,-1.0,b247
32470000058813,ECL-NC,48,48,0.1608752080076481,-1.0,b247
32470000057128,ECL-C,103,103,0.2339094725983224,-1.0,b247
32470000057293,RRLyr-RRab,23,136,0.6322094117549717,56486.66942797056,b247
32470000057454,ECL-NC,58,58,0.1276653368085824,-1.0,b247
32470000058027,ECL-NC,195,193,0.1172199617094194,-1.0,b247
32470000061148,ECL-ELL,136,135,0.1156378414182711,56486.66942196846,b247
32470000062647,ECL-NC,134,132,1.985971550389933,-1.0,b247
32470000062754,RRLyr-RRab,14,135,0.5545069392497219,56461.13237920261,b247
32470000062953,ECL-C,64,64,0.1719713713883825,-1.0,b247
32470000063220,RRLyr-RRc,69,135,0.3195598755996365,56379.40548320916,b247
32470000063609,ECL-NC,33,33,0.8453308287753633,-1.0,b247
32470000063666,ECL-C,32,32,0.3747287087356228,-1.0,b247
32470000064242,ECL-NC,56,56,0.7405064994075843,-1.0,b247
32470000067186,ECL-NC,125,134,0.4627850759198347,56486.669041361325,b247
32470000067684,ECL-NC,30,136,24.53197284982356,56486.66905201876,b247
32470000065259,ECL-NC,134,132,0.1005375161007217,-1.0,b247
32470000065400,ECL-NC,131,131,0.1336036929222353,-1.0,b247
32470000065773,ECL-NC,21,132,2.032293832268348,56461.13195325128,b247
32470000066141,ECL-NC,135,131,0.2390491278020561,56137.11340246185,b247
32470000070449,ECL-ELL,44,135,5.067342981177462,56461.13275288737,b247
32470000071002,ECL-NC,121,119,0.2014178124867647,-1.0,b247
32470000071145,ECL-NC,136,134,2.4576079664708543,56486.66941308318,b247
32470000069211,ECL-ELL,136,136,0.131408799777828,-1.0,b247
32470000069267,ECL-C,76,76,0.1820855415166188,-1.0,b247
32470000069556,ECL-NC,94,94,0.6155016599542045,-1.0,b247
32470000068527,ECL-NC,99,97,0.2373210569450981,-1.0,b247
32470000069041,ECL-NC,120,120,0.1080061058024616,-1.0,b247
32470000071840,ECL-NC,18,66,1.416803774968177,56486.6696004698,b247
32470000072449,ECL-C,115,115,0.3150819558945153,-1.0,b247
32470000072751,ECL-C,141,139,0.3711673529391424,-1.0,b247
32470000073219,ECL-C,133,132,0.372186502082551,-1.0,b247
32470000073398,ECL-C,34,34,0.1275101640021796,-1.0,b247
32470000074025,ECL-C,70,70,0.1286565868324237,-1.0,b247
32470000074036,ECL-C,36,36,0.1340757712687699,-1.0,b247
32470000074209,ECL-NC,85,85,0.140116507607699,-1.0,b247
32470000075413,ECL-C,45,45,0.939886948823991,-1.0,b247
32470000075513,RRLyr-RRab,18,134,0.5579627497192143,56461.13238057472,b247
32470000075556,ECL-NC,119,118,0.3220062016295592,-1.0,b247
32470000076121,ECL-NC,132,129,1.1276735384251677,-1.0,b247
32470000076185,RRLyr-RRab,22,204,0.8533431084474259,56461.13255572347,b247
32470000076505,ECL-NC,112,112,0.1982225536468398,-1.0,b247
32470000076556,ECL-NC,73,73,0.5551260347090256,-1.0,b247
32470000076581,ECL-C,40,40,0.2222152021271425,-1.0,b247
32470000076721,ECL-NC,13,134,1.1583255901838083,56486.66905172045,b247
32470000078881,ECL-NC,79,78,0.292404633648427,-1.0,b247
32470000078968,ECL-NC,119,119,0.3553150657087701,-1.0,b247
32470000079112,ECL-NC,134,134,0.3442231474804778,-1.0,b247
32470000079341,ECL-NC,136,136,0.1577390876496433,56134.12044403967,b247
32470000082964,ECL-NC,66,64,1.5250769096786958,56377.82556415629,b247
32470000083913,ECL-NC,134,131,0.6005771204325783,-1.0,b247
32470000078105,ECL-NC,114,113,1.4238326867829365,-1.0,b247
32470000078674,ECL-NC,64,63,0.1614740607343334,56115.13529864358,b247
32470000082093,ECL-NC,21,134,0.1542314239579784,56379.406342461945,b247
32470000082372,RRLyr-RRc,21,134,0.3861174906111379,56461.132153886414,b247
32470000082582,ECL-C,83,83,0.2491995471977401,-1.0,b247
32470000081003,ECL-NC,134,134,0.2236233497362102,-1.0,b247
32470000081396,ECL-C,115,114,1.0355699597039898,-1.0,b247
32470000089978,ECL-NC,133,133,0.1021572639984184,-1.0,b247
32470000090022,ECL-NC,64,63,0.2404450113421717,-1.0,b247
32470000090589,ECL-NC,135,134,0.1236355914844452,56130.15407189705,b247
32470000090633,ECL-NC,108,106,0.3644989583548393,-1.0,b247
32470000090709,ECL-NC,75,135,0.2066513367308917,56486.66941864247,b247
32470000085597,ECL-NC,36,36,0.1177778636166999,-1.0,b247
32470000086074,ECL-ELL,52,201,8.607084949036068,56486.66923288525,b247
32470000086078,ECL-NC,135,134,0.329497348568382,56124.111117042055,b247
32470000086579,ECL-C,12,136,0.2114285666182094,56461.13237546,b247
32470000084530,ECL-NC,126,125,14.613284547550233,-1.0,b247
32470000085078,RRLyr-RRab,14,136,0.6806719875047277,56420.26975248616,b247
32470000085222,ECL-NC,130,129,0.2687017214720591,-1.0,b247
32470000088394,ECL-C,40,40,0.4821040994972032,-1.0,b247
32470000088481,ECL-NC,185,185,0.3080792627751593,-1.0,b247
32470000088687,ECL-NC,186,186,0.507634191618864,-1.0,b247
32470000089264,ECL-NC,67,66,0.4369846959961919,-1.0,b247
32470000091085,ECL-NC,136,133,0.4987865048703718,56159.56267716943,b247
32470000091110,ECL-NC,125,122,0.1006920877483471,-1.0,b247
32470000091351,ECL-C,127,127,0.2534202141573551,-1.0,b247
32470000091385,ECL-NC,136,134,1.3207370986885958,56379.289961406095,b247
32470000091788,ECL-NC,20,136,0.1840186172102429,56461.132374918685,b247
32470000092015,ECL-NC,132,130,0.2892756805712065,56199.03245386696,b247
32470000087300,ECL-NC,133,133,0.3863620583847612,-1.0,b247
32470000087506,ECL-C,77,77,0.2664185277871335,-1.0,b247
32470000093138,RRLyr-RRab,31,202,0.5959195476587157,56368.3078370287,b247
32470000093177,ECL-NC,136,135,0.1086071202404331,-1.0,b247
32470000094210,ECL-ELL,14,136,0.225124571596798,56486.6694196669,b247
32470000094373,ECL-ELL,14,202,0.3501516762260553,56461.132568619614,b247
32470000094529,ECL-NC,54,53,0.3552774245187332,-1.0,b247
32470000094602,ECL-NC,194,192,0.3820811256426019,-1.0,b247
32470000094755,ECL-NC,42,67,2.9088682194615427,56377.82684457836,b247
32470000094837,ECL-NC,132,131,0.1161857964005423,-1.0,b247
32470000095046,ECL-C,134,132,0.1845894640753954,-1.0,b247
32470000095905,ECL-NC,37,36,1.971847151374984,-1.0,b247
32470000096503,ECL-NC,67,66,0.1356559203227436,-1.0,b247
32470000096561,ECL-C,87,86,0.1785049830819209,-1.0,b247
32470000096929,ECL-C,115,115,0.199031111192596,-1.0,b247
32470000097370,ECL-NC,74,74,0.2805647754294537,-1.0,b247
32470000097441,ECL-NC,45,45,0.1394796845336475,-1.0,b247
32470000097498,ECL-NC,58,58,0.232857934563295,-1.0,b247
32470000101347,ECL-NC,132,132,0.9200382305091434,-1.0,b247
32470000101484,ECL-NC,40,135,2.726038197051159,56375.34089872467,b247
32470000098780,ECL-NC,134,132,0.1318544666378769,-1.0,b247
32470000098992,RRLyr-RRab,20,68,0.446849410590223,56379.40544463772,b247
32470000099816,ECL-NC,103,102,0.1998831361628486,-1.0,b247
32470000099984,RRLyr-RRc,59,204,0.3139366188862273,56379.28996748267,b247
32470000100137,ECL-NC,134,132,0.7329181435460533,-1.0,b247
32470000104563,ECL-NC,97,97,6.234900319034556,-1.0,b247
32470000104875,ECL-NC,159,158,0.2499796433651367,-1.0,b247
32470000105401,RRLyr-RRab,29,332,0.5955559701741868,56461.13216438615,b247
32470000107297,ECL-NC,243,242,0.2884036674840936,-1.0,b247
32470000107319,ECL-NC,54,54,0.301843336753493,-1.0,b247
32470000107653,ECL-NC,154,152,0.1150529889887735,-1.0,b247
32470000107710,ECL-C,38,37,0.776211580288448,-1.0,b247
32470000107840,RRLyr-RRab,29,136,0.5056613243324114,56420.27062044505,b247
32470000108245,ECL-C,266,266,0.2258227083039938,-1.0,b247
32470000108258,ECL-NC,132,132,0.3935766539966042,-1.0,b247
32470000101959,ECL-NC,17,137,0.8842729625241902,56375.34043365046,b247
32470000102203,ECL-NC,67,67,0.372857452419214,56124.111874536735,b247
32470000102518,ECL-C,118,118,0.1786716607036167,-1.0,b247
32470000102646,ECL-C,87,87,0.2545512960443858,-1.0,b247
32470000102768,ECL-C,152,152,0.183131160108477,-1.0,b247
32470000102915,ECL-NC,143,139,0.1096258698549595,-1.0,b247
32470000103126,ECL-NC,26,209,0.6413507609136531,56420.27104899338,b247
32470000108885,ECL-NC,190,189,6.208611659315679,-1.0,b247
32470000109012,ECL-NC,265,260,0.1456259166114927,-1.0,b247
32470000109106,ECL-NC,54,54,0.1070162140537145,-1.0,b247
32470000109202,RRLyr-RRc,79,134,0.328112420132038,56486.66980245577,b247
32470000103645,ECL-NC,248,245,0.9003451575013,-1.0,b247
32470000103997,ECL-NC,263,260,0.8208285028048248,-1.0,b247
32470000104118,RRLyr-RRc,106,337,0.3090257594802278,56369.35137200652,b247
32470000104312,ECL-NC,202,195,1.7599680583235275,56375.34019622637,b247
32470000111440,ECL-NC,116,115,0.1595417006873885,-1.0,b247
32470000111557,ECL-NC,136,134,1.89165472040645,-1.0,b247
32470000111752,ECL-NC,136,135,0.8401196429113014,56137.114673779884,b247
32470000111780,ECL-NC,136,135,0.2947272667896146,56486.67019496439,b247
32470000112200,RRLyr-RRab,28,135,0.5431495613434889,56198.04047320997,b247
32470000110591,ECL-C,66,66,0.3421398844245323,-1.0,b247
32470000110596,ECL-NC,160,160,0.2061450117812326,-1.0,b247
32470000110704,ECL-NC,125,124,0.1048417861615082,56184.080868105695,b247
32470000111179,ECL-NC,122,121,0.2191242635679762,-1.0,b247
32470000113184,RRLyr-RRc,27,68,0.27932308684162,56379.29302891066,b247
32470000113275,ECL-NC,36,68,0.249838797252745,56375.34137038741,b247
32470000113354,ECL-NC,21,134,1.345873980233725,56379.40842040167,b247
32470000113523,ECL-NC,17,68,0.4077012064741413,56486.67000538283,b247
32470000113993,ECL-NC,125,122,0.7180341752569463,-1.0,b247
32470000106075,ECL-C,199,198,0.257241460197152,-1.0,b247
32470000106106,ECL-NC,267,261,0.28101242346411,-1.0,b247
32470000106404,ECL-NC,152,151,0.157634617956287,-1.0,b247
32470000114753,ECL-NC,124,123,0.1513302933341543,-1.0,b247
32470000114968,RRLyr-RRab,34,136,0.5185589903005603,56379.409690157576,b247
32470000114970,ECL-C,122,121,0.1756360561804219,-1.0,b247
32470000115062,ECL-ELL,136,135,36.85385897603353,56486.67019994298,b247
32470000115077,ECL-C,52,52,0.4464814592253174,-1.0,b247
32470000117666,ECL-ELL,124,135,1.218796826306962,56461.13352380681,b247
32470000117675,ECL-C,78,76,0.3849964637893292,-1.0,b247
32470000117769,ECL-ELL,72,135,0.6728810268209187,56198.04074784956,b247
32470000117909,ECL-NC,58,57,0.1131707991128474,-1.0,b247
32470000118079,ECL-NC,47,47,0.220859668177396,-1.0,b247
32470000118080,ECL-NC,61,60,0.1007274067387919,-1.0,b247
32470000115837,ECL-C,98,98,0.2444480687028637,-1.0,b247
32470000116461,ECL-C,40,40,0.1250654630763254,-1.0,b247
32470000116915,ECL-NC,136,135,0.2988337753068193,-1.0,b247
32470000118667,ECL-NC,68,199,1.5074092113727762,56368.30884110706,b247
32470000119116,RRLyr-RRc,127,126,0.3178114857859697,-1.0,b247
32470000119225,ECL-NC,61,61,0.1663317166587286,-1.0,b247
32470000119307,ECL-C,106,105,0.6549524322282992,-1.0,b247
32470000119433,ECL-NC,136,135,0.1869517211525436,-1.0,b247
32470000120433,ECL-NC,129,127,0.1422984178400264,-1.0,b247
32470000120562,RRLyr-RRab,19,135,0.5788122102375985,56379.29221676691,b247
32470000120636,ECL-NC,136,132,0.3377305279250652,56126.64727227068,b247
32470000120693,ECL-NC,127,126,0.2886254021801185,-1.0,b247
32470000120784,ECL-C,180,196,0.9971249645431016,56513.22215170466,b247
32470000120949,ECL-NC,39,39,0.1572100551234989,-1.0,b247
32470000122804,ECL-NC,136,135,1.3557841479761057,-1.0,b247
32470000123108,ECL-NC,119,118,0.2029847783609352,-1.0,b247
32470000123187,ECL-NC,201,200,14.858032726130704,56486.67041252852,b247
32470000123229,ECL-NC,95,93,0.785354433173131,-1.0,b247
32470000123713,ECL-NC,136,134,0.3705753878476139,-1.0,b247
32470000121850,ECL-C,70,70,0.360495969270127,-1.0,b247
32470000121938,RRLyr-RRab,22,136,0.7693192689191227,56486.670408550446,b247
32470000121946,ECL-NC,134,134,1.0968733953665983,-1.0,b247
32470000122081,ECL-C,40,40,0.3101489207602647,-1.0,b247
32470000122460,ECL-ELL,35,136,11.689906846754,56486.67040273015,b247
32470000123994,ECL-NC,19,133,0.615773695792973,56147.141895670735,b247
32470000124072,ECL-NC,119,118,0.1269801481687249,-1.0,b247
32470000124258,ECL-ELL,136,135,0.3577639759932769,56197.04667519053,b247
32470000124873,ECL-C,90,90,0.2594572855425911,-1.0,b247
32470000125092,ECL-NC,130,129,0.1557179177920378,-1.0,b247
32470000125165,ECL-NC,127,133,0.1228588676163875,56486.67061690573,b247
32470000128429,ECL-ELL,68,65,0.1046607547491036,56486.67000609393,b247
32470000128466,ECL-C,15,136,0.1946406028646794,56486.67040320396,b247
32470000128686,ECL-NC,111,111,0.1508460825234818,-1.0,b247
32470000128737,ECL-NC,64,64,0.3536538700230499,-1.0,b247
32470000129229,RRLyr-RRab,15,135,0.6263660641152539,56486.67060054782,b247
32470000130061,ECL-C,84,83,0.5356534784171378,-1.0,b247
32470000130239,ECL-NC,136,134,0.1162148608008787,-1.0,b247
32470000130373,ECL-NC,67,67,0.2297025823398941,-1.0,b247
32470000130531,ECL-NC,123,122,0.2714070012214882,56137.11507390922,b247
32470000130532,RRLyr-RRc,136,135,0.3358591499152811,56461.13393969565,b247
32470000130860,ECL-ELL,22,135,3.489230306057248,56486.67040832777,b247
32470000125423,ECL-NC,24,132,0.1588819235714421,56137.11505991892,b247
32470000125493,ECL-ELL,41,135,0.204713622921779,56379.4101209814,b247
32470000125814,ECL-C,14,135,0.1518176258794839,56379.40888907415,b247
32470000126595,ECL-C,64,64,0.3339094465031123,-1.0,b247
32470000126616,ECL-NC,36,36,0.1281379705841933,-1.0,b247
32470000127944,ECL-C,43,43,0.1316251463840277,-1.0,b247
32470000128200,ECL-NC,124,121,0.627090583327064,-1.0,b247
32470000131741,ECL-NC,133,132,0.165063006407096,-1.0,b247
32470000131840,ECL-NC,112,110,0.1626312411343989,-1.0,b247
32470000132026,ECL-NC,135,134,0.1227491431324427,-1.0,b247
32470000132532,ECL-NC,129,128,0.3897102590877581,-1.0,b247
32470000132538,ECL-C,132,130,0.1468421119735304,-1.0,b247
32470000132679,ECL-C,115,135,0.2088851715336973,56486.670612470974,b247
32470000133248,ECL-NC,53,52,0.1247928689899039,-1.0,b247
32470000133633,ECL-C,129,125,0.1075988344814381,-1.0,b247
32470000133647,ECL-NC,136,134,0.997023108395876,56148.61813974944,b247
32470000135690,ECL-NC,67,66,0.2419472846458128,56148.059948581256,b247
32470000135801,ECL-NC,99,98,0.3923109679196094,-1.0,b247
32470000135917,RRLyr-RRab,15,68,0.7219116885980456,56486.670822880566,b247
32470000136079,RRLyr-RRc,58,65,0.1946289019174372,56379.41009871914,b247
32470000136258,ECL-NC,61,61,0.9092336386686466,-1.0,b247
32470000134531,RRLyr-RRab,14,135,0.5970131815766342,56461.13373556461,b247
32470000134978,ECL-NC,39,39,0.1651577330578312,-1.0,b247
32470000135031,ECL-NC,30,136,0.896952323235859,56486.67040819649,b247
32470000136605,ECL-C,63,62,0.180377210219878,-1.0,b247
32470000137251,ECL-NC,141,140,0.1749433832352106,-1.0,b247
32470000137722,RRLyr-RRc,27,135,0.3250523431661798,56368.30898000493,b247
32470000138017,ECL-NC,71,71,0.8875601885819632,-1.0,b247
32470000138471,ECL-NC,133,132,0.3053989152332687,-1.0,b247
32470000140790,ECL-C,56,56,0.1735374677461664,-1.0,b247
32470000145656,ECL-NC,91,91,0.1005066382865736,-1.0,b247
32470000145840,ECL-NC,47,47,0.281385051968273,-1.0,b247
32470000146145,ECL-ELL,136,134,0.1884099339180005,56486.67019559688,b247
32470000142632,RRLyr-RRab,29,135,0.4663903705523393,56379.40844581947,b247
32470000142884,ECL-C,91,90,0.1833954836776777,-1.0,b247
32470000142964,ECL-NC,101,98,0.1016433359073107,-1.0,b247
32470000143156,ECL-NC,118,117,0.2482184202441514,-1.0,b247
32470000143281,ECL-NC,20,68,0.4391082871211518,56283.67104192739,b247
32470000143328,RRLyr-RRab,26,195,0.8296204863946142,56512.2068922014,b247
32470000140178,RRLyr-RRc,26,135,0.3273420820249975,56461.13372614,b247
32470000140483,ECL-NC,133,132,0.2252857360014813,-1.0,b247
32470000140621,ECL-NC,34,135,1.711205917616608,56379.29153732219,b247
32470000148735,ECL-NC,45,45,0.2019065188738857,-1.0,b247
32470000148822,RRLyr-RRab,23,134,0.6570248332844857,56461.13315414982,b247
32470000143608,RRLyr-RRc,123,135,0.334408977061692,56486.67019702948,b247
32470000143637,ECL-NC,47,46,0.1847048123151346,-1.0,b247
32470000143666,ECL-NC,45,45,0.1121428978236373,-1.0,b247
32470000143668,ECL-NC,64,64,0.1295629127826062,-1.0,b247
32470000143779,ECL-NC,49,48,0.1195189634977634,-1.0,b247
32470000143962,ECL-NC,68,67,0.1129424134234148,-1.0,b247
32470000144564,ECL-NC,64,64,0.3813195765066438,-1.0,b247
32470000144571,ECL-NC,127,126,0.1742778833217342,-1.0,b247
32470000144787,ECL-ELL,83,135,9.403273395986297,56486.67020220933,b247
32470000144789,ECL-C,39,135,0.335882263261771,56486.67020226049,b247
32470000149510,ECL-ELL,136,135,0.1492952666459445,56486.67061258174,b247
