bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd
33600000002086,RRLyr-RRab,135,131,0.5440785696533234,56531.08886271088
33600000002274,ECL-NC,138,134,0.5156770260991038,56370.28351196075
33600000002444,ECL-ELL,136,134,0.117782512872818,-1.0
33600000002722,LPV-OSARG,198,194,0.1638028822064938,56370.2833152691
33600000003427,ECL-NC,38,133,0.2365460179145193,56367.28973972363
33600000003494,RRLyr-RRc,109,107,0.1032015224013468,-1.0
33600000004855,ECL-NC,117,116,0.2165800529605236,-1.0
33600000005584,LPV-OSARG,69,68,0.1388635382391597,56485.08651773149
33600000005761,RRLyr-RRab,67,67,0.4464130900632234,56864.0281770562
33600000005799,RRLyr-RRab,133,133,0.5357803466909408,-1.0
33600000005867,ECL-NC,62,59,0.1396781371563885,-1.0
33600000003921,ECL-C,135,135,0.1262321599172463,-1.0
33600000004565,ECL-NC,136,127,0.2498706439996883,56364.29595463014
33600000006057,RRLyr-RRab,202,201,0.5263133571449692,-1.0
33600000006492,ECL-NC,135,132,1.5157661205192412,-1.0
33600000006518,ECL-NC,121,121,0.8905849207612019,-1.0
33600000006670,LPV-OSARG,137,135,0.102210470439853,56485.08612219405
33600000006702,ECL-NC,114,114,0.1317852891676851,-1.0
33600000006740,LPV-OSARG,58,68,0.1538403842068392,56485.08651509729
33600000006873,RRLyr-RRab,21,68,0.4979435659219122,56506.034490203965
33600000009030,ECL-NC,67,66,0.2177901932471756,-1.0
33600000009065,LPV-OSARG,83,136,0.1589793606596088,56485.08571283109
33600000009147,LPV-OSARG,68,69,0.1056739336065663,56485.08651738339
33600000009257,ECL-NC,132,127,0.1369464814556916,56347.04057610978
33600000009361,LPV-OSARG,125,134,0.9972713073188628,56485.086122463166
33600000009431,LPV-SRV,69,65,0.1347804526022367,56485.08651752226
33600000009859,ECL-NC,55,54,1.7559823838133657,-1.0
33600000009935,ECL-NC,130,129,0.1424285174776019,-1.0
33600000009992,ECL-NC,132,130,0.1829962309978003,56188.03380808178
33600000007338,ECL-NC,132,132,2.0972913748142035,-1.0
33600000007683,RRLyr-RRab,137,135,0.5567224277807555,56208.99465242156
33600000010054,ECL-C,62,61,0.2697364747217415,-1.0
33600000010547,LPV-OSARG,123,136,0.4007195882756302,56485.08571335848
33600000010643,RRLyr-RRab,134,134,0.6023556674505434,-1.0
33600000011133,ECL-C,133,132,0.12486393106783,-1.0
33600000011189,ECL-NC,68,67,0.2493297982224241,-1.0
33600000011309,LPV-OSARG,137,135,0.4858380604378863,56485.08571400994
33600000011556,ECL-NC,34,34,1.018003728140598,-1.0
33600000011703,RRLyr-RRab,172,201,0.409132900996393,56364.29634541501
33600000011946,RRLyr-RRab,83,130,0.249321916964268,56206.01328537879
33600000012025,LPV-OSARG,137,134,0.1336925041574275,56485.085713860055
33600000012044,LPV-OSARG,136,134,0.1466712242367548,56427.68441641841
33600000012231,LPV-OSARG,137,135,0.1934247342989363,56485.08612425857
33600000012718,ECL-NC,22,68,4.4279171127597,56485.08651712367
33600000012973,ECL-NC,74,192,0.2565815433761631,56504.15478419717
33600000013039,ECL-C,137,137,0.2243904933319025,-1.0
33600000013146,LPV-OSARG,135,136,0.3077705147321222,56485.08571352561
33600000013156,LPV-OSARG,131,138,0.6271922243030496,56485.08612027534
33600000013749,LPV-OSARG,133,134,0.15918934157046,56485.08612352252
33600000014103,ECL-NC,133,131,0.4519506616756744,-1.0
33600000008084,ECL-NC,45,45,1.1053403638707846,-1.0
33600000008640,LPV-OSARG,135,135,0.6436833400758086,56485.08571327541
33600000008701,LPV-OSARG,137,135,0.1270201447172405,56485.08571271352
33600000015216,LPV-OSARG,118,130,0.1920165850571582,56485.08571381066
33600000015221,ECL-ELL,124,133,2.9829518976664366,56370.28272419932
33600000015478,RRLyr-RRab,86,86,0.4081948744285645,-1.0
33600000016002,LPV-OSARG,66,68,0.2223081526097343,56485.086516543175
33600000016262,ECL-NC,19,202,0.1378907897577351,56190.00147672079
33600000016758,LPV-OSARG,136,136,0.1083366676815404,56485.08612496521
33600000017008,ECL-ELL,114,143,16.626180262990626,56364.2958980948
33600000017103,LPV-OSARG,91,136,0.1346276227038981,56485.08571327404
33600000017161,ECL-NC,50,49,0.1261995251368032,-1.0
33600000014184,ECL-NC,134,133,0.4262523005488979,-1.0
33600000014192,ECL-NC,133,133,0.7079634365198572,-1.0
33600000014251,LPV-OSARG,139,142,0.5556957466419775,56367.28953239173
33600000014405,ECL-NC,43,43,0.1573831920594039,-1.0
33600000014749,LPV-OSARG,137,133,1.7754838739975307,56485.086122351066
33600000014750,LPV-OSARG,137,134,0.1110535241829605,56485.08612244771
33600000014887,RRLyr-RRab,139,139,0.5303756020761686,-1.0
33600000017349,ECL-C,113,113,0.5650346294493297,-1.0
33600000017863,ECL-NC,19,137,0.2435092725467832,56370.28312534174
33600000017939,ECL-C,134,133,0.2290286437576558,-1.0
33600000017959,ECL-NC,27,130,0.3606165974545686,56531.08867485118
33600000018004,LPV-OSARG,69,67,0.2232521447801405,56485.08651586488
33600000020448,LPV-OSARG,137,133,0.7581888259272386,56485.08571425734
33600000021107,RRLyr-RRab,66,66,0.5574750629101733,-1.0
33600000021895,ECL-NC,137,135,2.778739316866864,56343.54871571403
33600000022127,RRLyr-RRab,28,134,0.6546021924633827,56370.28291867562
33600000018894,RRLyr-RRab,99,205,0.6308794998876632,56370.28285396482
33600000022480,ECL-NC,136,135,0.5212702252736239,-1.0
33600000022853,LPV-OSARG,137,136,0.3755715538439078,56485.085713459215
33600000022917,LPV-OSARG,69,67,0.3587996014323026,56485.086518583055
33600000023040,ECL-NC,45,137,0.1614365199945152,56485.08612437879
33600000023116,LPV-OSARG,137,134,0.4590481630737906,56485.08612280584
33600000020142,ECL-ELL,88,134,5.755155241224826,56427.684597811734
33600000023516,ECL-NC,136,135,0.1865256221861991,-1.0
33600000023521,ECL-NC,200,198,1.3322299229907557,56504.15498993563
33600000023523,LPV-OSARG,101,137,1.3374609467564582,56485.08612411606
33600000023603,LPV-OSARG,55,67,0.1718897438219767,56485.08651668481
33600000024272,LPV-OSARG,192,198,0.1387209538884068,56504.15498468869
33600000024350,ECL-NC,67,67,0.1106706819776304,-1.0
33600000024678,RRLyr-RRc,126,126,0.2867172365924207,-1.0
33600000025266,ECL-NC,52,51,0.243625954090426,-1.0
33600000025283,ECL-NC,137,137,0.2020505088600648,56120.15749736066
33600000025490,ECL-NC,54,54,0.1747466050639164,-1.0
33600000025613,ECL-NC,67,66,1.3798660314194715,-1.0
33600000025711,RRLyr-RRab,193,193,0.5240249239175641,-1.0
33600000025734,ECL-NC,66,66,0.2198808521683293,-1.0
33600000025969,ECL-NC,135,136,0.221022417434361,56485.08571365459
33600000026460,ECL-NC,61,61,0.4340458207293436,-1.0
33600000026510,LPV-OSARG,206,199,0.608437591071975,56485.08591927981
33600000028025,ECL-C,54,137,0.1974268864329013,56370.28307927975
33600000029044,LPV-OSARG,137,131,0.1674620260276207,56485.08612444861
33600000029113,LPV-OSARG,132,133,0.1015032384077255,56485.08612475291
33600000029512,ECL-NC,120,120,0.3146815207357134,-1.0
33600000026637,LPV-OSARG,137,135,0.1070955304189364,56485.08571395182
33600000026672,ECL-NC,45,45,0.3442516193016732,-1.0
33600000026700,ECL-NC,135,135,0.5840332935004889,-1.0
33600000027333,ECL-C,103,137,0.2008744260843601,56485.08614370675
33600000027489,ECL-NC,134,134,0.104462092248054,-1.0
33600000029846,ECL-NC,83,82,14.47558842892462,-1.0
33600000030058,ECL-NC,30,135,0.8922077930152954,56367.28966991861
33600000030103,ECL-NC,133,131,0.1504400006282132,-1.0
33600000030198,LPV-OSARG,128,134,0.1758171073722184,56485.08612134545
33600000030257,ECL-ELL,23,136,16.876913506904486,56485.08613348968
33600000030308,ECL-NC,133,133,0.1090348268557008,-1.0
33600000030464,ECL-NC,17,199,0.4106556845653041,56203.031809644344
33600000030561,LPV-OSARG,124,132,8.95111375855981,56485.08612329717
33600000030927,ECL-C,128,128,0.2139302712559971,-1.0
33600000031300,ECL-C,134,134,0.1992344860549615,-1.0
33600000031426,ECL-NC,133,130,0.1282638218987758,-1.0
33600000031923,LPV-OSARG,123,136,0.1346253090508264,56485.08571345767
33600000031958,RRLyr-RRab,199,199,0.4629274851404101,56206.013323440515
33600000031973,ECL-NC,132,130,0.3250219982961413,-1.0
33600000032141,ECL-NC,133,127,0.3874984753156082,56367.28971854605
33600000032456,ECL-NC,119,119,0.1921862314338976,-1.0
33600000032698,LPV-OSARG,56,69,0.609336450934409,56485.0865172979
33600000032859,RRLyr-RRc,133,132,0.2888420899260437,-1.0
33600000032928,LPV-OSARG,60,65,0.1408712336786734,56485.08651773309
33600000033075,LPV-OSARG,66,64,0.5262776927059859,56485.08651898744
33600000033250,LPV-SRV,61,135,0.9995618532104952,56485.08571488923
33600000033883,LPV-OSARG,138,133,0.1007993171128394,56485.08612333506
33600000034158,ECL-ELL,23,137,5.149813464654899,56427.68480245521
33600000034215,LPV-OSARG,69,67,0.2398117841807223,56485.08651754005
33600000034544,LPV-OSARG,135,132,0.5585881796566781,56485.08571526265
33600000034717,ECL-NC,206,206,1.0901131428626332,56286.64566371975
33600000036125,ECL-NC,69,67,0.4025934992503237,-1.0
33600000036320,LPV-OSARG,138,132,0.2900613835285023,56485.08612245976
33600000036407,ECL-NC,134,133,1.220936477913095,-1.0
33600000036611,LPV-OSARG,138,133,0.1132285556258265,56485.08612284203
33600000035394,ECL-NC,161,158,0.4013972626123077,-1.0
33600000035502,ECL-C,13,137,0.1302731069039633,56485.08614193518
33600000035790,LPV-OSARG,57,66,0.2010238468341922,56485.086517734
33600000036857,RRLyr-RRc,128,128,0.3601523689147907,-1.0
33600000036960,ECL-NC,125,124,0.2253458142082502,-1.0
33600000037023,RRLyr-RRab,82,84,0.4328468095460323,56494.62086585292
33600000037094,ECL-NC,128,126,0.1292905270152548,56370.28292017209
33600000037197,ECL-NC,45,44,0.115871641304023,-1.0
33600000037203,ECL-NC,126,125,0.1026161631546379,-1.0
33600000037228,ECL-C,138,136,0.2251127592904832,56190.00064142716
33600000037405,ECL-NC,81,81,0.1215414748613642,-1.0
