id,n_synth,period_ls,period_fit
32770000005774,0,0.46890922704042,1.0
32770000005774,2,0.13204383747759413,1.0
32770000005774,4,0.13204383747759413,1.0
32770000005774,6,0.11660483225704213,1.0
32770000005774,8,0.11660483225704213,1.0
32770000005774,10,0.11660483225704213,1.0
32770000005774,12,0.11660483225704213,1.0
32770000005774,14,0.11660483225704213,1.0
32770000005774,16,0.11660483225704213,1.0
32770000005774,18,0.11660483225704213,1.0
32770000005774,20,0.11660483225704213,1.0
32770000005774,22,0.11660483225704213,1.0
32770000005774,24,0.11660483225704213,1.0
32770000005774,26,0.11660483225704213,1.0
32770000005774,28,0.11660483225704213,1.0
32770000005774,30,0.11660483225704213,1.0
32770000005774,32,0.11660483225704213,1.0
32770000005774,34,0.11660483225704213,1.0
32770000005774,36,0.11660483225704213,1.0
32770000005774,38,0.11660483225704213,1.0
32770000005774,40,0.10461903193063894,1.0
32770000005774,42,0.10461786127304629,1.0
32770000005774,44,0.10461786127304629,1.0
32770000005774,46,0.10461786127304629,1.0
32770000005774,48,0.10461786127304629,1.0
32770000005774,50,0.10461786127304629,1.0
32770000005774,52,0.10461786127304629,1.0
32770000005774,54,0.10461786127304629,1.0
32770000005774,56,0.3471152887398688,1.0
32770000005774,58,0.10461786127304629,1.0
32770000005774,60,0.10461786127304629,1.0
32770000005774,62,0.11637985459013336,1.0
32770000005774,64,0.10461786127304629,1.0
32770000005774,66,0.10181965846815644,1.0
32770000005774,68,0.11637985459013336,1.0
32770000005774,70,0.5324371942285503,1.0
32770000005774,72,0.5396593913771435,1.0
32770000005774,74,0.11688033959419732,1.0
32770000005774,76,0.11688033959419732,1.0
32770000005774,78,0.11688033959419732,1.0
32770000005774,80,0.11688033959419732,1.0
32770000005774,82,0.11688033959419732,1.0
32770000005774,84,0.11688033959419732,1.0
32770000005774,86,0.2583456167798322,1.0
32770000005774,88,0.13104993769946496,1.0
32770000005774,90,0.11722325298363553,1.0
32770000005774,92,0.2583456167798322,1.0
32770000005774,94,0.14980052943016,1.0
32770000005774,96,0.2583527556181718,1.0
32770000005774,98,0.5371480133871265,1.0
32770000005774,100,0.5371480133871265,1.0
32770000005774,102,0.2583527556181718,1.0
32770000005774,104,0.2583527556181718,1.0
32770000005774,106,0.2583527556181718,1.0
32770000005774,108,0.10230318898524889,1.0
32770000005774,110,0.10230318898524889,1.0
32770000005774,112,0.2583456167798322,1.0
32770000005774,114,0.2583456167798322,1.0
32770000005774,116,0.5371788755423609,1.0
32770000005774,118,0.5371788755423609,1.0
32770000005774,120,0.5371788755423609,1.0
32770000005774,122,0.5371788755423609,1.0
32770000005774,124,0.5371788755423609,1.0
32770000005774,126,0.2583456167798322,1.0
32770000005774,128,0.2583456167798322,1.0
32770000005774,130,0.5371788755423609,0.9999467813564353
32770000005774,132,0.5371788755423609,0.9997781070520215
32770000005774,134,0.5371788755423609,0.9994824903442999
32770000005774,136,0.5371480133871265,0.9997016981688883
32770000005774,138,0.5371480133871265,0.9936280829455321
32770000005774,140,0.5371480133871265,1.0
32770000005774,142,0.5371480133871265,1.0
32770000005774,144,0.5371480133871265,1.0
32770000005774,146,0.5371480133871265,1.0
32770000005774,148,0.5371480133871265,1.0
32770000005774,150,0.11277218882520622,1.0
32770000005774,152,0.1131625657877723,1.0
32770000005774,154,0.1170662013620972,1.0
32770000005774,156,0.1170662013620972,1.0
32770000005774,158,0.11441445373882249,1.0
32770000005774,160,0.11441445373882249,1.0
32770000005774,162,0.1259954777723385,0.9999999999955382
32770000005774,164,1.0656179460363397,0.9651156962417583
32770000005774,166,1.0656179460363397,0.9224684931093241
32770000005774,168,1.0656179460363397,0.9705533278058821
32770000005774,170,1.0656179460363397,0.9999226123603727
32770000005774,172,1.0656179460363397,0.9998815618210186
32770000005774,174,1.0656179460363397,0.999984657764633
32770000005774,176,1.0656179460363397,0.9999059600903762
32770000005774,178,1.0656179460363397,0.9996428563702168
32770000005774,180,1.0656179460363397,0.9999525913513507
32770000005774,182,0.1259954777723385,1.0
32770000005774,184,0.1259954777723385,1.0
32770000005774,186,0.1259954777723385,1.0
32770000005774,188,0.1259954777723385,1.0
32770000005774,190,0.11276946839937195,1.0
32770000005774,192,0.11276946839937195,1.0
32770000005774,194,0.11276946839937195,1.0
32770000005774,196,0.1787122056145471,1.0
32770000005774,198,0.1787122056145471,1.0
32770000005774,200,0.1787122056145471,1.0
32770000005776,0,0.1044927920037383,1.0
32770000005776,2,0.11041018638422481,9.432209508852818e-05
32770000005776,4,0.11041018638422481,3.8768999688354455e-06
32770000005776,6,0.11041018638422481,1.3846097202119267e-07
32770000005776,8,0.11041018638422481,5.1922866783904453e-08
32770000005776,10,0.11041018638422481,1.7307622557360958e-08
32770000005776,12,0.11041018638422481,0.0
32770000005776,14,0.11041018638422481,0.0
32770000005776,16,0.11041018638422481,0.0
32770000005776,18,0.11041018638422481,0.0
32770000005776,20,0.11041018638422481,0.0
32770000005776,22,0.11041018638422481,0.0
32770000005776,24,0.11041018638422481,0.0
32770000005776,26,0.11041018638422481,0.0
32770000005776,28,0.11041018638422481,0.0
32770000005776,30,0.11041018638422481,0.0
32770000005776,32,0.11041018638422481,0.0
32770000005776,34,0.11041018638422481,0.0
32770000005776,36,0.11041018638422481,0.0
32770000005776,38,0.11041018638422481,0.0
32770000005776,40,0.11041018638422481,0.0
32770000005776,42,0.11041018638422481,0.0
32770000005776,44,0.11041018638422481,0.0
32770000005776,46,0.11041018638422481,0.0
32770000005776,48,0.11041018638422481,0.0
32770000005776,50,0.11041018638422481,0.0
32770000005776,52,0.11041018638422481,0.0
32770000005776,54,0.11041018638422481,0.0
32770000005776,56,0.11041018638422481,0.0
32770000005776,58,0.11041018638422481,0.0
32770000005776,60,0.11041018638422481,0.0
32770000005776,62,0.11041018638422481,0.0
32770000005776,64,0.11041018638422481,0.0
32770000005776,66,0.11041018638422481,0.0
32770000005776,68,0.11041018638422481,0.0
32770000005776,70,0.11041018638422481,0.0
32770000005776,72,0.11041018638422481,0.0
32770000005776,74,0.11041018638422481,0.0
32770000005776,76,0.11041018638422481,0.0
32770000005776,78,0.11041018638422481,0.0
32770000005776,80,0.11041018638422481,0.0
32770000005776,82,0.11041018638422481,0.0
32770000005776,84,0.11041018638422481,0.0
32770000005776,86,0.11041018638422481,0.0
32770000005776,88,0.11041018638422481,0.0
32770000005776,90,0.11041018638422481,0.0
32770000005776,92,0.11041018638422481,0.0
32770000005776,94,0.11041018638422481,0.0
32770000005776,96,0.11041018638422481,0.0
32770000005776,98,0.11041018638422481,0.0
32770000005776,100,0.11041018638422481,0.0
32770000005776,102,0.11041018638422481,0.0
32770000005776,104,0.11041018638422481,0.0
32770000005776,106,0.11041018638422481,0.0
32770000005776,108,0.11041018638422481,0.0
32770000005776,110,0.11041018638422481,0.0
32770000005776,112,0.11041018638422481,0.0
32770000005776,114,0.11041018638422481,0.0
32770000005776,116,0.11041018638422481,0.0
32770000005776,118,0.11041018638422481,0.0
32770000005776,120,0.11041018638422481,0.0
32770000005776,122,0.11041018638422481,0.0
32770000005776,124,0.11041018638422481,0.0
32770000005776,126,0.11041018638422481,0.0
32770000005776,128,0.11041018638422481,0.0
32770000005776,130,0.11041018638422481,0.0
32770000005776,132,0.11041018638422481,0.0
32770000005776,134,0.11041018638422481,0.0
32770000005776,136,0.11041018638422481,0.0
32770000005776,138,0.11041018638422481,0.0
32770000005776,140,0.11041018638422481,0.0
32770000005776,142,0.11041018638422481,0.0
32770000005776,144,0.11041018638422481,0.0
32770000005776,146,0.11041018638422481,0.0
32770000005776,148,0.11041018638422481,0.0
32770000005776,150,0.11041018638422481,0.0
32770000005776,152,0.11041018638422481,0.0
32770000005776,154,0.11041018638422481,0.0
32770000005776,156,0.11041018638422481,0.0
32770000005776,158,0.11041018638422481,0.0
32770000005776,160,0.11041018638422481,0.0
32770000005776,162,0.11041018638422481,0.0
