bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd,tile
32780000002651,ECL-NC,62,62,4.865447285509018,-1.0,b278
32780000002917,RRLyr-RRab,60,58,0.330714709704198,-1.0,b278
32780000003780,ECL-NC,76,74,0.710122694942643,-1.0,b278
32780000003873,LPV-OSARG,109,103,0.2330255843554091,56397.89028882132,b278
32780000004922,LPV-OSARG,38,56,0.3038721790894244,56373.37827759845,b278
32780000004936,ECL-C,43,43,0.2995543346178778,-1.0,b278
32780000005016,ECL-NC,88,88,1.0885087794561257,-1.0,b278
32780000005108,ECL-C,28,113,0.256164040334994,56373.377598911866,b278
32780000005228,RRLyr-RRab,27,114,0.5057590145761658,56366.3288849742,b278
32780000005274,ECL-NC,113,113,0.248460814087324,-1.0,b278
32780000005429,ECL-NC,2,57,0.1304670037497262,56495.58791186374,b278
32780000004383,ECL-NC,105,104,0.1156039465868116,-1.0,b278
32780000004770,ECL-NC,44,44,0.1748336185565102,-1.0,b278
32780000004870,LPV-OSARG,114,109,0.1286980260227297,56373.37757429622,b278
32780000004871,ECL-NC,102,109,0.1280555099070175,56370.34743278512,b278
32780000004898,ECL-NC,61,60,0.1653855825995133,-1.0,b278
32780000003191,LPV-OSARG,110,111,0.6100632699782254,56373.37757519829,b278
32780000003381,LPV-OSARG,86,79,1.1512697325268135,56366.82297225573,b278
32780000006681,ECL-C,97,96,0.2039760829573529,-1.0,b278
32780000005533,LPV-OSARG,101,112,0.1194018666012846,56373.37752631004,b278
32780000005740,ECL-NC,109,109,0.2370859590264825,-1.0,b278
32780000007534,ECL-NC,114,112,2.323472983342646,-1.0,b278
32780000007804,LPV-OSARG,71,114,14.638108521550878,56373.37805130897,b278
32780000007877,ECL-NC,52,52,0.4994336848097963,-1.0,b278
32780000007929,LPV-OSARG,111,113,0.3125540057012165,56373.377977715565,b278
32780000007942,LPV-OSARG,113,109,15.323072283908278,56373.37821799672,b278
32780000008206,ECL-NC,106,106,0.4843874640306059,-1.0,b278
32780000008354,LPV-OSARG,113,113,0.154141556469757,56373.37752660253,b278
32780000008359,LPV-OSARG,114,113,0.8324567913069209,56373.37799640631,b278
32780000008400,RRLyr-RRab,57,57,0.4350501769250932,-1.0,b278
32780000008616,LPV-OSARG,48,57,3.84329449985648,56373.377295775645,b278
32780000008729,RRLyr-RRc,103,101,0.1673036595421122,-1.0,b278
32780000008730,ECL-C,104,103,0.1284473239731907,-1.0,b278
32780000006901,LPV-OSARG,109,113,0.1932392835062275,56373.37757491476,b278
32780000007119,ECL-ELL,106,106,0.1013777510203599,-1.0,b278
32780000007139,ECL-C,53,53,0.4972847857314757,-1.0,b278
32780000009030,ECL-NC,57,56,0.2590414794710307,-1.0,b278
32780000009185,ECL-NC,164,162,0.4300416922881428,-1.0,b278
32780000009273,LPV-OSARG,96,111,0.157429294718765,56373.37804893995,b278
32780000009580,ECL-NC,105,104,0.1030937846547626,-1.0,b278
32780000009845,LPV-OSARG,103,113,0.3137919401177469,56373.37757560484,b278
32780000009975,LPV-OSARG,50,57,0.1462216653432864,56373.378271810514,b278
32780000010045,LPV-OSARG,114,111,0.9008542543124022,56373.37780563773,b278
32780000010115,ECL-ELL,16,114,0.2513082803472714,56366.822786724566,b278
32780000010846,ECL-NC,110,109,0.2564448924787312,-1.0,b278
32780000010947,ECL-NC,109,109,0.4567965713525024,-1.0,b278
32780000012384,ECL-NC,57,57,0.1075790886827131,-1.0,b278
32780000012434,RRLyr-RRc,53,53,0.1269303951137314,-1.0,b278
32780000012447,ECL-NC,61,61,0.1143751103693735,-1.0,b278
32780000012808,LPV-OSARG,114,112,0.3181824626778015,56373.37759820664,b278
32780000012846,LPV-OSARG,114,108,0.1370752278411743,56373.37775973111,b278
32780000011870,LPV-OSARG,50,57,0.5342536528889623,56373.37827267145,b278
32780000012156,ECL-NC,113,112,0.3569982959047933,-1.0,b278
32780000012164,ECL-ELL,34,111,0.7263463753672361,56168.07403928739,b278
32780000012235,ECL-NC,56,56,0.1430137904474624,-1.0,b278
32780000013161,ECL-NC,114,113,0.6895859410750745,56141.10816703187,b278
32780000013173,RRLyr-RRab,22,57,0.4947802174730925,56373.3772971477,b278
32780000011440,ECL-NC,95,95,0.1101594367050439,-1.0,b278
32780000011446,RRLyr-RRab,114,113,0.6195666809993149,56373.37780521261,b278
32780000011464,ECL-NC,49,49,0.1425344717646264,-1.0,b278
32780000011804,ECL-NC,114,113,2.660060642593828,-1.0,b278
32780000014786,LPV-OSARG,114,111,0.1068803730505989,56373.37752469265,b278
32780000014980,ECL-NC,114,114,0.5236040555130007,-1.0,b278
32780000014244,LPV-OSARG,114,112,0.2624252768923338,56373.37759428148,b278
32780000014372,LPV-OSARG,165,159,0.1151662167953168,56422.40234350961,b278
32780000014411,LPV-OSARG,114,110,0.2588298991928629,56373.377804995645,b278
32780000013614,LPV-OSARG,57,55,0.1250481170917556,56373.37827089109,b278
32780000013800,ECL-NC,171,170,0.212229648199283,56198.06222821606,b278
32780000013822,LPV-OSARG,57,55,0.3829522559724528,56373.378277282594,b278
32780000013877,ECL-NC,114,112,0.3529073313785756,56373.3777843648,b278
32780000013980,ECL-NC,73,73,0.1757374793274044,-1.0,b278
32780000016261,LPV-OSARG,171,169,0.1444182412350903,56373.37777577133,b278
32780000016634,ECL-NC,34,114,15.841978844536367,56373.37804440776,b278
32780000016734,ECL-NC,35,35,0.2045792932679987,-1.0,b278
32780000015214,ECL-NC,99,96,0.1159053757281788,56366.32892368776,b278
32780000015633,LPV-OSARG,112,111,0.3669459885907311,56373.3780253631,b278
32780000016867,ECL-NC,33,33,0.5346019146751416,-1.0,b278
32780000016980,ECL-NC,89,88,0.1306214187616177,-1.0,b278
32780000017071,ECL-NC,114,113,0.1653354583116701,-1.0,b278
32780000017180,RRLyr-RRab,114,113,0.5184915831746374,56373.37732659745,b278
32780000017336,RRLyr-RRab,24,114,0.5797151493581223,56373.37752592622,b278
32780000017394,ECL-NC,94,93,0.278731417947923,-1.0,b278
32780000017497,RRLyr-RRab,25,57,0.4691658780632801,56367.31706128639,b278
32780000017560,ECL-NC,41,114,0.2855781878935003,56373.37731843077,b278
32780000017589,LPV-OSARG,107,113,0.321735878596199,56373.3775757979,b278
32780000017774,ECL-NC,57,56,1.0538290520497668,56140.61743338209,b278
32780000018606,LPV-OSARG,110,114,0.2653814513752489,56373.37752072603,b278
32780000018624,ECL-NC,114,114,0.1182506351904286,-1.0,b278
32780000018641,ECL-C,111,110,0.7149287622688197,-1.0,b278
32780000018654,RRLyr-RRc,111,110,0.2651951891661848,-1.0,b278
32780000018709,LPV-OSARG,158,166,0.1799381240930022,56373.37781575882,b278
32780000018945,ECL-NC,57,55,0.2819553051447793,56373.377289607,b278
32780000018971,ECL-C,35,35,0.114529732696357,-1.0,b278
32780000018985,ECL-ELL,77,110,0.1112195120607995,56373.37759914104,b278
32780000018189,LPV-OSARG,57,55,0.1485207092723671,56373.37827138534,b278
32780000018399,LPV-OSARG,114,111,0.3794027910300474,56373.37757054318,b278
32780000019676,RRLyr-RRab,83,109,0.7239378953237703,56373.37731710002,b278
32780000019689,ECL-NC,154,153,0.2885899034635841,-1.0,b278
32780000019879,LPV-SRV,169,171,0.1576314085164922,56373.37779950164,b278
32780000019882,LPV-OSARG,116,171,0.2344605119560399,56373.37779955731,b278
32780000019885,LPV-OSARG,114,113,0.1094720103649315,56373.37757228681,b278
32780000019886,ECL-NC,103,102,0.5046417770327191,-1.0,b278
32780000019977,ECL-NC,81,81,0.1065788923959351,-1.0,b278
32780000020084,ECL-NC,98,98,0.3497660960869763,-1.0,b278
32780000019105,ECL-C,80,80,0.2663239187671979,-1.0,b278
32780000019336,ECL-NC,35,35,0.1343531781921437,-1.0,b278
32780000019406,LPV-OSARG,111,113,0.1005734087610541,56373.37755155563,b278
32780000019457,ECL-NC,85,85,0.2011445079251936,-1.0,b278
32780000019471,RRLyr-RRab,21,171,0.6840638954152479,56366.32810938125,b278
32780000020716,RRLyr-RRab,15,114,0.6300568411527429,56373.377371541086,b278
32780000021170,ECL-ELL,112,114,0.1360180748263194,56373.37804410295,b278
32780000020254,LPV-OSARG,102,109,0.1991183002139241,56373.37780616191,b278
32780000020455,RRLyr-RRab,28,114,0.5068810153863834,56195.0403690082,b278
32780000020508,LPV-OSARG,114,109,0.4666698977780597,56373.37775807922,b278
