bm_src_id,vs_type,obs_threshold,cnt,PeriodLS,median_hjd
33960000123567,RRLyr-RRab,55,203,0.5259105997850704,56498.15964080047
33960000525553,ECL-C,66,66,0.2663731914800774,-1.0
33960000545522,ECL-NC,53,53,0.2469774671942646,-1.0
33960000555518,ECL-NC,66,65,0.6538988083324927,-1.0
33960000557687,RRLyr-RRc,66,66,0.3403439976978055,-1.0
33960000563485,ECL-NC,66,65,0.4558824476623073,-1.0
33960000581565,LPV-OSARG,96,129,0.1794549564932566,56508.08526867112
33960000577234,ECL-NC,66,65,0.2828251678404104,-1.0
33960000577379,ECL-NC,42,66,0.7876201481103415,56508.16593329346
33960000578376,ECL-NC,130,128,0.3358363109926713,56813.21290058221
33960000584877,ECL-C,106,106,0.4034147626685377,-1.0
33960000588500,ECL-NC,66,66,0.2043074012402229,-1.0
33960000589222,ECL-NC,36,66,0.3363974850661663,56508.085460905306
33960000587048,LPV-OSARG,63,66,0.1657045777382251,56508.08546369005
33960000598189,LPV-OSARG,61,65,0.396474457401792,56508.08546090738
33960000598578,ECL-C,66,66,0.3063395324687514,-1.0
33960000599508,ECL-NC,66,65,0.5235933309423101,-1.0
33960000603706,LPV-OSARG,66,64,0.1105596878187747,56508.08546489866
33960000604465,ECL-NC,66,65,0.2917857315574853,-1.0
33960000607279,RRLyr-RRc,13,131,0.4074138628624069,56508.084865096185
33960000612184,ECL-NC,66,66,0.3897535760264095,56816.21852719189
33960000613973,ECL-ELL,23,131,2.6962169467520325,56508.16513264988
33960000621688,ECL-NC,100,99,0.2477031759428059,-1.0
33960000618871,ECL-NC,63,63,0.4986329863699872,-1.0
33960000626026,LPV-OSARG,132,126,0.1115891203474136,56508.08507138374
33960000625293,ECL-NC,129,126,3.3007260000701035,-1.0
33960000622534,ECL-NC,12,132,0.4608668649290729,56508.165338941864
33960000628592,RRLyr-RRab,33,98,0.4778579394829699,56168.07831330605
33960000636950,ECL-C,250,248,0.2427232515791412,-1.0
33960000637572,ECL-NC,113,251,0.2074092416089783,56525.01263878642
33960000643135,RRLyr-RRab,20,132,0.5802704687718636,56508.08633026868
33960000654797,ECL-NC,104,104,0.301609150780199,-1.0
33960000655438,ECL-NC,125,125,0.1307594599383985,-1.0
33960000658378,ECL-NC,66,65,1.1592911795207537,56821.69941249769
33960000660812,ECL-NC,137,135,0.5135345732508207,55711.19905524464
33960000662683,ECL-NC,28,197,0.231734521758841,56508.166358550654
33960000664795,ECL-NC,132,131,0.6163485559896111,56508.16718584729
33960000665682,ECL-C,189,189,0.2227188836726878,-1.0
33960000666031,ECL-C,14,131,0.2686074599964526,56146.060303423495
33960000668601,LPV-OSARG,131,124,0.101474107191686,56508.16676437364
33960000677927,ECL-NC,66,66,0.4950542371751268,56085.76369792766
33960000678097,ECL-NC,23,131,0.3990893407878823,56508.16635528198
33960000676596,ECL-ELL,41,129,0.437909817615163,56508.00563516707
33960000677121,RRLyr-RRc,27,191,0.3416171263147459,56525.01328925564
33960000675360,RRLyr-RRab,30,130,0.5249030535151089,56508.005412628256
33960000683038,ECL-NC,131,131,0.2133167256249536,-1.0
33960000680574,LPV-OSARG,132,127,0.3883112854050074,56508.086331790066
33960000684507,LPV-OSARG,131,128,0.2109038473196873,56508.16637385087
33960000688959,ECL-NC,26,126,2.1043206481044785,56498.16007633517
33960000689030,LPV-SRV,132,129,0.1063757838937247,56508.0863302482
33960000691676,LPV-OSARG,128,128,0.2900269848733104,56508.16655456476
33960000692492,ECL-C,124,123,0.2931909164408564,-1.0
33960000693858,LPV-OSARG,126,128,0.1138022655472699,56508.166767365605
33960000700706,RRLyr-RRab,66,65,0.9333195720955684,56508.08586850211
33960000699923,ECL-NC,131,130,0.3248317787450402,-1.0
33960000700006,LPV-OSARG,65,63,0.1493828419084748,56508.16634800504
33960000700128,ECL-NC,121,120,0.212760016045941,-1.0
33960000703472,ECL-C,35,131,0.2251027079962214,56508.08633330598
33960000708773,ECL-ELL,131,130,0.8077440814374589,56508.16676394172
33960000711221,ECL-C,197,196,0.2832313563724773,56124.12542475398
33960000711383,ECL-C,129,129,0.258613994158901,-1.0
33960000714366,ECL-NC,188,187,0.2996757189245658,-1.0
33960000718367,ECL-ELL,36,132,0.394114222994752,56508.16636804372
33960000720693,LPV-OSARG,131,130,0.7330647986567558,56508.166358375696
33960000721324,ECL-NC,23,131,0.2024788699593143,56508.16636039303
33960000724270,LPV-OSARG,132,130,0.1108342902539513,56508.08633445331
33960000721974,LPV-OSARG,131,126,0.2741926680708649,56508.16635956399
33960000732264,RRLyr-RRab,29,196,0.5435006178581903,56508.005651779866
33960000734081,ECL-NC,131,130,0.6428609447397589,-1.0
33960000734957,RRLyr-RRc,17,132,0.3132470290184064,56508.00609418597
33960000738463,ECL-NC,126,126,0.1242968989093023,-1.0
33960000735849,LPV-SRV,132,126,0.724663252492468,56508.086331784405
33960000736772,ECL-NC,26,66,0.5745913663569664,56508.005390998216
33960000739704,RRLyr-RRab,66,66,0.5398416316313743,56813.21371968089
33960000740222,ECL-NC,125,125,0.5205538575692832,56814.71655179608
33960000745461,LPV-OSARG,197,191,0.1404807848975778,56508.16636830304
33960000753157,LPV-OSARG,64,71,0.101987155257889,56344.17481399553
33960000750283,ECL-NC,132,132,0.4814266356559752,56541.02865194425
33960000754970,ECL-NC,221,215,0.3841526898117856,56325.623179061404
33960000758686,ECL-NC,46,263,0.404872183083216,56206.013983886354
33960000764409,LPV-OSARG,69,68,0.2329989740753498,56525.01285863317
33960000764733,ECL-NC,131,130,0.1410774996995573,-1.0
33960000759424,ECL-NC,261,258,2.145517536824351,-1.0
33960000767582,ECL-C,108,108,0.2630487098491926,-1.0
33960000769175,ECL-NC,132,132,0.3388475516871119,-1.0
33960000773559,ECL-C,83,130,0.311466473884973,56508.08487511118
33960000776419,ECL-NC,60,58,0.2928773872552617,-1.0
33960000779017,ECL-NC,192,187,0.3532648786605459,56216.01454530114
33960000779640,ECL-C,124,124,0.2502864379992016,-1.0
33960000779927,ECL-C,107,106,0.2082544376276983,-1.0
33960000785696,ECL-C,15,132,0.2201930878786688,56508.085273974844
33960000785049,ECL-C,65,64,0.3139548001436857,56468.66881503102
33960000781557,ECL-NC,66,65,0.2936184453172654,56530.057056014295
33960000782384,ECL-NC,129,132,32.30604245491434,56508.08527327421
33960000788378,ECL-C,130,128,0.2030039640058897,-1.0
33960000786832,ECL-NC,127,126,0.2175463203794177,56517.6423304176
33960000792104,ECL-C,60,60,0.2311018168272061,-1.0
33960000797473,LPV-OSARG,131,130,0.246465336894408,56508.16514736477
33960000798368,RRLyr-RRab,13,66,0.57030566120934,56508.085470345446
33960000800064,ECL-C,151,150,0.2106696737456083,-1.0
33960000802094,ECL-NC,130,130,0.6552890648437335,-1.0
33960000804663,ECL-C,132,132,0.2213344628450877,56075.30406691868
33960000813991,ECL-C,127,126,0.4177142482575719,-1.0
33960000807880,ECL-NC,132,132,0.4177673986915255,-1.0
33960000818961,ECL-C,56,56,0.1728660314203823,56503.082329079654
33960000827143,ECL-NC,197,196,0.33092383719329,-1.0
33960000833753,ECL-NC,110,109,0.2609056526830258,-1.0
33960000837966,ECL-NC,64,63,0.1111139362484343,-1.0
33960000839515,LPV-OSARG,132,130,1.3535321582927275,56508.08487582262
33960000838609,ECL-NC,118,118,0.5487618157206178,-1.0
33960000845253,ECL-C,51,51,0.2283545220773906,-1.0
33960000849769,ECL-NC,148,147,0.8121334745846426,-1.0
33960000850401,ECL-C,64,64,0.1244953242602327,-1.0
33960000859481,ECL-NC,132,129,0.6694316868716408,56498.15908728412
33960000864070,ECL-NC,66,66,0.2053537760698445,-1.0
33960000866869,ECL-NC,65,65,0.2265711260089306,-1.0
33960000863889,ECL-NC,65,132,16.73734628456714,56508.08508310134
33960000863948,ECL-NC,16,66,0.5298941298567728,56508.08547478603
33960000872760,LPV-OSARG,194,198,0.70523357449285,56508.085075090086
33960000886823,LPV-OSARG,66,65,0.1467946297874219,56508.08587656358
33960000893101,ECL-NC,173,172,0.2627964336984849,-1.0
33960000893812,RRLyr-RRab,20,66,0.5850891072474539,56508.08587869977
