id,hjd,mag,err,synthetic
32140000002913,56198.12879196736,13.944,0.014,False
32140000002913,56582.02666469258,13.988,0.014,False
32140000002913,55497.03553006717,13.999,0.011,False
32140000002913,55824.13815028763,14.011,0.01,False
32140000002913,55806.20098824446,14.013,0.012,False
32140000002913,57248.18359360513,14.013,0.011,False
32140000002913,56187.163867610594,14.023,0.012,False
32140000002913,56744.30796969088,14.024,0.011,False
32140000002913,55820.15318784068,14.027,0.01,False
32140000002913,56144.27460356296,14.027,0.013,False
32140000002913,56110.05617646929,14.029,0.011,False
32140000002913,56226.035929958176,14.03,0.013,False
32140000002913,57252.17775425944,14.031,0.011,False
32140000002913,56137.22098669345,14.033,0.009,False
32140000002913,56816.210048100256,14.035,0.009,False
32140000002913,55870.00927441807,14.037,0.012,False
32140000002913,56543.18932292647,14.037,0.012,False
32140000002913,56520.00632475583,14.038,0.011,False
32140000002913,56852.14328824324,14.038,0.011,False
32140000002913,56593.03179464644,14.041,0.012,False
32140000002913,56841.23549508178,14.041,0.01,False
32140000002913,56583.03409082274,14.042,0.013,False
32140000002913,55828.07281106675,14.043,0.01,False
32140000002913,56201.10204938743,14.044,0.011,False
32140000002913,56831.18194011886,14.045,0.013,False
32140000002913,56830.14599267427,14.045,0.01,False
32140000002913,57251.23040799411,14.049,0.021,False
32140000002913,56230.023652383614,14.049,0.013,False
32140000002913,56808.18309102807,14.051,0.01,False
32140000002913,55825.1414375803,14.052,0.011,False
32140000002913,55435.20015512879,14.054,0.01,False
32140000002913,56589.04267155609,14.057,0.012,False
32140000002913,56587.036698867225,14.057,0.012,False
32140000002913,56154.17030985541,14.058,0.01,False
32140000002913,57175.13292191209,14.059,0.014,False
32140000002913,56238.00333018541,14.061,0.013,False
32140000002913,56172.188286069584,14.061,0.013,False
32140000002913,56853.20308573978,14.062,0.01,False
32140000002913,56808.17761101072,14.063,0.011,False
32140000002913,57265.08648977482,14.066,0.012,False
32140000002913,56715.38257888892,14.069,0.011,False
32140000002913,56143.239420208585,14.08,0.012,False
32140000002913,57175.30383966908,14.081,0.013,False
32140000002913,56114.16336845832,14.083,0.01,False
32140000002913,56813.17674847755,14.091,0.01,False
